id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
2378,5878,,12931.4,ABIERTO,fecha_invalida
2379,13852,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2380,17263,,1154.63,RECHAZADO,fecha_invalida
2381,14036,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2382,15145,,314.53,CERRADO,fecha_invalida
2383,15691,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2385,22112,2025-04-14,,ABIERTO,monto_invalido_o_vacio
2386,5906,,9787.74,CERRADO,fecha_invalida
2387,24065,,3308.24,CERRADO,fecha_invalida
2388,23027,,14809.5,RECHAZADO,fecha_invalida
2389,5149,,10375.18,CERRADO,fecha_invalida
2390,8027,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2391,24460,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2392,17405,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2393,22149,,2011.44,CERRADO,fecha_invalida
2394,1520,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2395,7209,,10200.89,ABIERTO,fecha_invalida
2396,7983,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2397,19783,,9790.53,ABIERTO,fecha_invalida
2398,17641,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2399,7193,,7164.56,CERRADO,fecha_invalida
2401,10658,2025-08-12,,ABIERTO,monto_invalido_o_vacio
2402,11266,,14169.91,NAN,fecha_invalida
2403,23349,2025-11-05,,RECHAZADO,monto_invalido_o_vacio
2404,21221,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2405,23285,2025-08-22,,ABIERTO,monto_invalido_o_vacio
2406,15740,,4078.5,ABIERTO,fecha_invalida
2407,23995,,8050.4,ABIERTO,fecha_invalida
2408,755,,4836.65,NAN,fecha_invalida
2409,16622,2025-10-28,,RECHAZADO,monto_invalido_o_vacio
2410,15022,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2411,24991,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2412,19992,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2413,23012,,9061.78,ABIERTO,fecha_invalida
2414,1517,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2415,66,,11755.35,ABIERTO,fecha_invalida
2416,1078,,5459.25,RECHAZADO,fecha_invalida
2417,8645,2025-10-25,,CERRADO,monto_invalido_o_vacio
2418,16583,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2419,1101,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2420,3033,2026-02-19,,ABIERTO,monto_invalido_o_vacio
2421,7308,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2422,24746,,2522.97,ABIERTO,fecha_invalida
2423,5465,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2425,24214,,4013.87,ABIERTO,fecha_invalida
2426,10280,,6207.54,RECHAZADO,fecha_invalida
2427,251,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2428,5206,2025-02-08,,NAN,monto_invalido_o_vacio
2429,5224,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2430,25623,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2431,24626,2025-03-04,,CERRADO,monto_invalido_o_vacio
2432,18771,,2017.43,ABIERTO,fecha_invalida
2433,10752,2025-10-05,,ABIERTO,monto_invalido_o_vacio
2434,20992,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2435,7115,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2436,15786,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2438,20113,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2439,13895,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2440,3564,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2441,62,,1496.63,ABIERTO,fecha_invalida
2442,20778,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2443,2790,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2446,1205,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2447,8840,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2448,17507,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2449,23007,,9358.52,NAN,fecha_invalida
2450,17533,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2451,14441,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2452,4667,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2454,315,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2455,6226,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2456,22714,,4929.6,ABIERTO,fecha_invalida
2457,19031,,6583.55,ABIERTO,fecha_invalida
2458,12074,,14637.58,CERRADO,fecha_invalida
2459,6830,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2460,9157,,2841.38,CERRADO,fecha_invalida
2461,4460,2025-08-28,,NAN,monto_invalido_o_vacio
2462,23286,,12421.35,CERRADO,fecha_invalida
2463,19863,,14915.78,ABIERTO,fecha_invalida
2464,4246,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2466,2564,2026-01-11,,CERRADO,monto_invalido_o_vacio
2467,24047,,831.44,NAN,fecha_invalida
2468,1404,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2469,18400,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2470,19870,2026-02-24,,ABIERTO,monto_invalido_o_vacio
2471,15609,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2472,16259,,6838.86,ABIERTO,fecha_invalida
2473,4813,,1377.24,CERRADO,fecha_invalida
2474,6772,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2475,18225,2025-02-01,,RECHAZADO,monto_invalido_o_vacio
2476,12085,,1118.13,RECHAZADO,fecha_invalida
2477,25843,,7696.83,RECHAZADO,fecha_invalida
2478,20424,2025-07-23,,CERRADO,monto_invalido_o_vacio
2479,13560,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2480,14866,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2481,7016,2025-08-04,,NAN,monto_invalido_o_vacio
2482,1019,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2483,9149,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2484,17787,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2485,3199,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2486,19872,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2487,10983,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2488,10412,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2489,6196,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2490,12511,,12044.17,ABIERTO,fecha_invalida
2491,8021,,2814.81,RECHAZADO,fecha_invalida
2492,18987,2025-05-12,,ABIERTO,monto_invalido_o_vacio
2493,25631,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2494,889,,13998.03,CERRADO,fecha_invalida
2495,23605,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2496,17445,,7228.95,ABIERTO,fecha_invalida
2497,23720,,10606.96,ABIERTO,fecha_invalida
2499,20298,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2500,5749,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2501,6007,,11464.16,NAN,fecha_invalida
2503,23867,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2504,24756,2025-11-25,,NAN,monto_invalido_o_vacio
2505,11966,,9243.01,NAN,fecha_invalida
2506,13946,,8459.98,CERRADO,fecha_invalida
2507,15444,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2508,1754,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2509,4641,2025-11-25,,CERRADO,monto_invalido_o_vacio
2510,8058,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2511,12809,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2512,2582,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2513,2898,,10512.5,CERRADO,fecha_invalida
2514,22830,,1219.12,NAN,fecha_invalida
2515,21053,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2516,17054,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2517,16849,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2518,22891,,11735.78,CERRADO,fecha_invalida
2519,5197,,753.72,NAN,fecha_invalida
2520,5030,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2521,10837,,9625.32,CERRADO,fecha_invalida
2522,20072,,1244.65,ABIERTO,fecha_invalida
2523,14211,,1603.59,ABIERTO,fecha_invalida
2524,9396,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2525,22041,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2526,5668,,11057.31,CERRADO,fecha_invalida
2527,13738,,1115.29,NAN,fecha_invalida
2528,19429,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2529,14439,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2530,22448,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2531,4616,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2532,4821,,10235.17,CERRADO,fecha_invalida
2533,5249,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2534,9782,,6497.59,RECHAZADO,fecha_invalida
2535,23657,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2536,9797,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2537,18813,,3629.23,ABIERTO,fecha_invalida
2538,22630,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2539,17283,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2540,4243,2025-06-29,,CERRADO,monto_invalido_o_vacio
2541,20512,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2542,1412,,11563.62,NAN,fecha_invalida
2543,22880,,10823.73,NAN,fecha_invalida
2544,24281,2026-02-17,,NAN,monto_invalido_o_vacio
2545,13230,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2546,25524,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2547,17298,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2548,22829,,1392.67,ABIERTO,fecha_invalida
2549,16301,2025-03-22,,CERRADO,monto_invalido_o_vacio
2550,86,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2551,16156,2026-02-25,,RECHAZADO,monto_invalido_o_vacio
2552,23364,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2553,7641,2025-03-07,,NAN,monto_invalido_o_vacio
2554,1172,2026-01-09,,NAN,monto_invalido_o_vacio
2555,8628,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2556,17301,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2557,17296,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2558,16379,,11100.12,NAN,fecha_invalida
2559,18887,,8398.33,NAN,fecha_invalida
2560,18321,,1448.29,CERRADO,fecha_invalida
2562,10507,2025-02-21,,NAN,monto_invalido_o_vacio
2563,24054,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2564,12314,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2565,24718,,6620.36,ABIERTO,fecha_invalida
2566,17391,,5603.71,CERRADO,fecha_invalida
2567,3813,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2568,12798,,11140.05,ABIERTO,fecha_invalida
2569,3583,,13166.5,CERRADO,fecha_invalida
2570,9855,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2571,16206,,10234.5,CERRADO,fecha_invalida
2573,20514,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2574,15439,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2576,6446,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2578,6675,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2580,18166,,2887.95,NAN,fecha_invalida
2581,5281,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2582,16327,,4695.67,NAN,fecha_invalida
2583,14143,,14328.3,RECHAZADO,fecha_invalida
2584,6461,,411.68,CERRADO,fecha_invalida
2585,2781,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2586,9030,,5274.13,ABIERTO,fecha_invalida
2587,5662,,9964.12,CERRADO,fecha_invalida
2588,15629,,5954.59,ABIERTO,fecha_invalida
2589,21439,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2590,22053,2025-02-22,,CERRADO,monto_invalido_o_vacio
2591,4169,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2592,11432,2025-11-26,,ABIERTO,monto_invalido_o_vacio
2593,19194,,3940.57,CERRADO,fecha_invalida
2594,4513,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2595,16763,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2596,6376,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2597,8351,2025-09-27,,RECHAZADO,monto_invalido_o_vacio
2599,18113,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2600,20957,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2601,24572,,10176.73,RECHAZADO,fecha_invalida
2602,23523,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2603,24345,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2604,7534,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2605,15134,,222.15,RECHAZADO,fecha_invalida
2606,16807,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2607,16301,,9987.67,RECHAZADO,fecha_invalida
2608,24962,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2609,914,,13167.53,ABIERTO,fecha_invalida
2611,14488,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2613,10242,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2614,6458,2025-03-25,,NAN,monto_invalido_o_vacio
2615,12697,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2616,22526,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2617,4353,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2618,14894,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2619,12728,,14464.0,ABIERTO,fecha_invalida
2620,23160,,10076.56,CERRADO,fecha_invalida
2621,1926,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2622,15593,,5375.27,RECHAZADO,fecha_invalida
2623,1218,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2624,22054,2025-05-19,,ABIERTO,monto_invalido_o_vacio
2625,25793,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2626,9301,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2627,19274,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2628,4052,2025-03-13,,ABIERTO,monto_invalido_o_vacio
2629,5576,,9657.06,RECHAZADO,fecha_invalida
2630,10029,,4951.88,RECHAZADO,fecha_invalida
2631,12557,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2632,11803,2025-12-03,,RECHAZADO,monto_invalido_o_vacio
2633,16446,,10733.48,RECHAZADO,fecha_invalida
2634,11812,,10408.69,CERRADO,fecha_invalida
2635,7112,,11347.53,NAN,fecha_invalida
2636,21703,,1953.67,CERRADO,fecha_invalida
2637,10785,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2638,18370,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2639,10635,2025-11-10,,CERRADO,monto_invalido_o_vacio
2640,13885,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2642,19897,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2643,17912,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2644,12599,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2645,16830,,6223.4,NAN,fecha_invalida
2646,22279,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2647,7171,2025-05-23,,NAN,monto_invalido_o_vacio
2648,23393,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2649,3613,2025-04-29,,ABIERTO,monto_invalido_o_vacio
2650,13756,,6061.83,RECHAZADO,fecha_invalida
2651,19656,,6183.3,CERRADO,fecha_invalida
2653,4746,,14807.91,NAN,fecha_invalida
2654,13708,,3422.98,RECHAZADO,fecha_invalida
2655,9985,,11376.6,ABIERTO,fecha_invalida
2656,14648,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2657,19985,,4503.99,RECHAZADO,fecha_invalida
2658,20297,2025-08-06,,RECHAZADO,monto_invalido_o_vacio
2659,19487,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2661,16937,,4789.15,NAN,fecha_invalida
2662,110,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2663,17065,,5830.42,ABIERTO,fecha_invalida
2664,5812,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2665,15065,,6818.61,ABIERTO,fecha_invalida
2666,5917,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2667,8898,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2668,4259,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2669,21067,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2670,18126,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2671,21543,,5469.67,RECHAZADO,fecha_invalida
2672,21518,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2673,17087,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2674,6936,2025-09-03,,CERRADO,monto_invalido_o_vacio
2675,6679,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2676,9465,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2677,625,2025-09-25,,ABIERTO,monto_invalido_o_vacio
2678,4753,2025-06-15,,ABIERTO,monto_invalido_o_vacio
2679,11002,2025-01-06,,CERRADO,monto_invalido_o_vacio
2680,10216,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2681,22253,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2682,22686,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2683,18022,,888.85,RECHAZADO,fecha_invalida
2684,2035,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2685,17869,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2686,17800,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2687,15219,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2688,24940,,2007.12,RECHAZADO,fecha_invalida
2689,12784,,5106.27,RECHAZADO,fecha_invalida
2690,7119,,14691.01,CERRADO,fecha_invalida
2691,4210,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2692,3353,2025-06-30,,ABIERTO,monto_invalido_o_vacio
2693,11461,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2694,19317,2025-11-06,,NAN,monto_invalido_o_vacio
2695,20942,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2696,9958,,9380.27,CERRADO,fecha_invalida
2697,17948,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2698,19171,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2699,21376,,14533.7,ABIERTO,fecha_invalida
2700,1817,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2701,9991,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2702,15743,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2703,16149,,9043.86,CERRADO,fecha_invalida
2704,13229,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2705,473,,5529.99,NAN,fecha_invalida
2707,1634,,13069.67,ABIERTO,fecha_invalida
2708,5201,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2709,22974,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2710,24535,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2711,11326,2025-08-26,,NAN,monto_invalido_o_vacio
2712,7146,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2713,20217,,9352.75,CERRADO,fecha_invalida
2714,4219,,3662.93,RECHAZADO,fecha_invalida
2715,21859,,6946.34,NAN,fecha_invalida
2716,1696,2025-07-28,,ABIERTO,monto_invalido_o_vacio
2717,3923,,13272.4,ABIERTO,fecha_invalida
2718,3050,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2719,9902,,4313.86,CERRADO,fecha_invalida
2720,21872,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2721,25827,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2722,16924,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2723,17702,2025-03-01,,NAN,monto_invalido_o_vacio
2724,12571,,10055.25,ABIERTO,fecha_invalida
2726,24773,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2727,19671,,7408.48,NAN,fecha_invalida
2728,11066,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2729,11778,2025-07-26,,NAN,monto_invalido_o_vacio
2730,14876,,8413.84,ABIERTO,fecha_invalida
2731,11494,,8992.95,CERRADO,fecha_invalida
2732,12528,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2733,15471,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2734,17927,,8800.86,RECHAZADO,fecha_invalida
2735,4113,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2736,14612,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2737,9817,,10734.13,RECHAZADO,fecha_invalida
2738,4517,,12343.38,ABIERTO,fecha_invalida
2739,18975,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2740,23124,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2741,5977,,12275.15,CERRADO,fecha_invalida
2742,13402,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2743,14085,,3815.91,NAN,fecha_invalida
2744,22370,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2745,2682,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2746,9815,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2747,22399,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2748,21786,2025-07-22,,NAN,monto_invalido_o_vacio
2749,1994,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2750,9083,,2571.48,NAN,fecha_invalida
2752,15101,,7449.26,NAN,fecha_invalida
2753,6339,,10976.53,NAN,fecha_invalida
2755,15788,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2756,7666,,11178.38,NAN,fecha_invalida
2757,8196,,3554.3,ABIERTO,fecha_invalida
2758,10497,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2759,9301,,4910.89,CERRADO,fecha_invalida
2760,9586,2025-01-09,,NAN,monto_invalido_o_vacio
2762,9000,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2763,881,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2764,21123,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2765,237,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2767,18246,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2768,9937,,8202.64,CERRADO,fecha_invalida
2769,10769,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2770,13644,,7093.73,ABIERTO,fecha_invalida
2772,11406,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2773,2141,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2774,16350,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2775,25602,2025-10-22,,ABIERTO,monto_invalido_o_vacio
2776,5411,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2777,18263,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2778,11617,,7183.61,CERRADO,fecha_invalida
2779,14454,,,RECHAZADO,"fecha_invalida,monto_invalido_o_vacio"
2780,24872,,11855.37,NAN,fecha_invalida
2781,704,,4044.31,NAN,fecha_invalida
2782,14875,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2783,14873,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2784,2412,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2785,14123,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2786,19226,2025-08-04,,NAN,monto_invalido_o_vacio
2787,24995,,11494.35,ABIERTO,fecha_invalida
2788,21999,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2789,20510,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2790,18444,,5291.0,ABIERTO,fecha_invalida
2791,11226,2025-08-27,,NAN,monto_invalido_o_vacio
2792,15690,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2793,6672,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2794,25862,2025-07-24,,NAN,monto_invalido_o_vacio
2795,23341,2025-04-05,,NAN,monto_invalido_o_vacio
2796,15113,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2797,15729,,14566.29,ABIERTO,fecha_invalida
2798,10823,2025-05-21,,NAN,monto_invalido_o_vacio
2799,21633,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2800,11769,,5208.55,NAN,fecha_invalida
2801,2395,,4172.19,NAN,fecha_invalida
2802,13729,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2803,17397,,14974.86,NAN,fecha_invalida
2804,16275,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2805,2718,2025-09-21,,NAN,monto_invalido_o_vacio
2806,17943,2025-04-26,,ABIERTO,monto_invalido_o_vacio
2807,2759,,13770.32,NAN,fecha_invalida
2808,18360,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2809,21370,,4490.69,NAN,fecha_invalida
2810,7706,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2811,13532,,9758.93,ABIERTO,fecha_invalida
2812,543,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2813,4551,,1107.57,CERRADO,fecha_invalida
2814,9526,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2815,18201,,3283.44,CERRADO,fecha_invalida
2816,23903,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2817,23212,,12828.57,NAN,fecha_invalida
2818,14166,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2819,25790,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2820,23995,,2007.68,ABIERTO,fecha_invalida
2821,15615,,,ABIERTO,"fecha_invalida,monto_invalido_o_vacio"
2822,14176,,298.61,ABIERTO,fecha_invalida
2823,6909,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2824,821,2025-05-16,,CERRADO,monto_invalido_o_vacio
2825,25802,,314.28,ABIERTO,fecha_invalida
2826,5623,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2827,5429,,8687.2,RECHAZADO,fecha_invalida
2828,22088,,8346.67,ABIERTO,fecha_invalida
2829,16844,,6360.61,CERRADO,fecha_invalida
2831,19553,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
2832,18803,2025-06-07,,ABIERTO,monto_invalido_o_vacio
2833,15492,,,CERRADO,"fecha_invalida,monto_invalido_o_vacio"
2834,20538,,,NAN,"fecha_invalida,monto_invalido_o_vacio"
